thalos_id,fdc_id,name,fndds_code,dataset
105754,167833,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",NA,SR
105755,167834,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",NA,SR
105756,167835,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",NA,SR
105757,167836,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",NA,SR
105758,167837,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",NA,SR
105759,167838,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",NA,SR
105760,167839,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",NA,SR
105761,167840,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",NA,SR
105762,167841,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",NA,SR
105763,167842,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",NA,SR
105764,167843,"Pork, fresh, shoulder, whole, separable lean and fat, raw",NA,SR
105765,167844,"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",NA,SR
105766,167845,"Pork, fresh, shoulder, whole, separable lean only, raw",NA,SR
105767,167846,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",NA,SR
105768,167847,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",NA,SR
105769,167848,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",NA,SR
105770,167849,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",NA,SR
105771,167850,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",NA,SR
105772,167851,"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",NA,SR
105773,167852,"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",NA,SR
105774,167853,"Pork, fresh, spareribs, separable lean and fat, raw",NA,SR
105775,167854,"Pork, fresh, spareribs, separable lean and fat, cooked, braised",NA,SR
105776,167855,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",NA,SR
105777,167856,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",NA,SR
105778,167857,"Pork, fresh, variety meats and by-products, ears, frozen, raw",NA,SR
105779,167858,"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",NA,SR
105780,167859,"Pork, fresh, variety meats and by-products, feet, raw",NA,SR
105781,167860,"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",NA,SR
105782,167861,"Pork, fresh, variety meats and by-products, leaf fat, raw",NA,SR
105783,167862,"Pork, fresh, variety meats and by-products, liver, raw",NA,SR
105784,167863,"Pork, fresh, variety meats and by-products, liver, cooked, braised",NA,SR
105785,167864,"Pork, fresh, variety meats and by-products, lungs, raw",NA,SR
105786,167865,"Pork, fresh, variety meats and by-products, spleen, raw",NA,SR
105787,167866,"Pork, fresh, variety meats and by-products, spleen, cooked, braised",NA,SR
105788,167867,"Pork, fresh, variety meats and by-products, stomach, raw",NA,SR
105789,167868,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried",NA,SR
105790,167869,"Canadian bacon, unprepared",NA,SR
105791,167870,"Pork, cured, feet, pickled",NA,SR
105792,167871,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",NA,SR
105793,167872,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",NA,SR
105794,167873,"Pork, cured, ham, patties, unheated",NA,SR
105795,167874,"Pork, cured, ham, steak, boneless, extra lean, unheated",NA,SR
105796,167875,"Pork, cured, ham, whole, separable lean and fat, unheated",NA,SR
105797,167876,"Pork, cured, ham, whole, separable lean only, unheated",NA,SR
105798,167877,"Pork, cured, separable fat (from ham and arm picnic), unheated",NA,SR
105799,167878,"Pork, cured, separable fat (from ham and arm picnic), roasted",NA,SR
105800,167879,"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",NA,SR
105801,167880,"Pork, cured, shoulder, arm picnic, separable lean only, roasted",NA,SR
105802,167881,"Pork, fresh, variety meats and by-products, tail, cooked, simmered",NA,SR
105803,167882,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried",NA,SR
105804,167883,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried",NA,SR
105805,167884,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried",NA,SR
105806,167885,"Pork, cured, ham, extra lean and regular, canned, unheated",NA,SR
105807,167886,"Pork, cured, ham, extra lean and regular, canned, roasted",NA,SR
105808,167887,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried",NA,SR
105809,167888,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw",NA,SR
105810,167889,"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw",NA,SR
105811,167890,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",NA,SR
105812,167891,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled",NA,SR
105813,167892,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",NA,SR
105814,167893,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",NA,SR
105815,167894,"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",NA,SR
105816,167895,"Pork, fresh, loin, country-style ribs, separable lean and fat, raw",NA,SR
105817,167896,"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",NA,SR
105818,167897,"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted",NA,SR
105819,167898,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",NA,SR
105820,167899,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",NA,SR
105821,167900,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",NA,SR
105822,167901,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",NA,SR
105823,167902,"Pork, fresh, ground, raw",NA,SR
105824,167903,"Pork, fresh, ground, cooked",NA,SR
105825,167904,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled",NA,SR
105826,167905,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted",NA,SR
105827,167906,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",NA,SR
105828,167907,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw",NA,SR
105829,167908,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked",NA,SR
105830,167909,"HORMEL, Cure 81 Ham",NA,SR
105831,167910,"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",NA,SR
105832,167911,HORMEL Canadian Style Bacon,NA,SR
105833,167912,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled",NA,SR
105834,167913,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled",NA,SR
105835,167914,"Pork, cured, bacon, cooked, baked",NA,SR
105836,167915,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted",NA,SR
105837,167916,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated",NA,SR
105838,167917,"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted",NA,SR
105839,167918,"Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil",NA,SR
105840,167919,"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted",NA,SR
105841,167920,"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",NA,SR
105842,167921,"Pillsbury Grands, Buttermilk Biscuits, refrigerated dough",NA,SR
105843,167922,"Heinz, Weight Watcher, Chocolate Eclair, frozen",NA,SR
105844,167923,"Interstate Brands Corp, Wonder Hamburger Rolls",NA,SR
105845,167924,"Nabisco, Nabisco Snackwell's Fat Free Devil's Food Cookie Cakes",NA,SR
105846,167925,"Crackers, cheese, sandwich-type with cheese filling",NA,SR
105847,167926,"Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)",NA,SR
105848,167927,"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",NA,SR
105849,167928,"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",NA,SR
105850,167929,"Muffin, blueberry, commercially prepared, low-fat",NA,SR
105851,167930,"Pie crust, refrigerated, regular, baked",NA,SR
105852,167931,"Pie crust, deep dish, frozen, baked, made with enriched flour",NA,SR
105853,167932,"Pie crust, refrigerated, regular, unbaked",NA,SR
105854,167933,"Crackers, whole-wheat, reduced fat",NA,SR
105855,167934,"Crackers, wheat, reduced fat",NA,SR
105856,167935,"Bread, pan dulce, sweet yeast bread",NA,SR
105857,167936,"Keikitos (muffins), Latino bakery item",NA,SR
105858,167937,"Cake, pound, Bimbo Bakeries USA, Panque Casero, home baked style",NA,SR
105859,167938,"Pan Dulce, La Ricura, Salpora de Arroz con Azucar, cookie-like, contains wheat flour and rice flour",NA,SR
105860,167939,"Garlic bread, frozen",NA,SR
105861,167940,"Cinnamon buns, frosted (includes honey buns)",NA,SR
105862,167941,"Crackers, cheese, reduced fat",NA,SR
105863,167942,"Crackers, saltines, whole wheat (includes multi-grain)",NA,SR
105864,167943,"Bread, potato",NA,SR
105865,167944,"Bread, cheese",NA,SR
105866,167945,"Focaccia, Italian flatbread, plain",NA,SR
105867,167946,"SCHIFF,TIGER'S MILK BAR",NA,SR
105868,167947,"Candies, TOBLERONE, milk chocolate with honey and almond nougat",NA,SR
105869,167948,"Snacks, corn-based, extruded, onion-flavor",NA,SR
105870,167949,"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",NA,SR
105871,167950,"Snacks, KRAFT, CORNNUTS, plain",NA,SR
105872,167951,"Snacks, crisped rice bar, chocolate chip",NA,SR
105873,167952,"Snacks, granola bars, hard, chocolate chip",NA,SR
105874,167953,Fruit syrup,NA,SR
105875,167954,"Snacks, granola bars, soft, uncoated, plain",NA,SR
105876,167955,"Snacks, granola bars, soft, uncoated, peanut butter",NA,SR
105877,167956,"Topping, SMUCKER'S MAGIC SHELL",NA,SR
105878,167957,"Syrup, fruit flavored",NA,SR
105879,167958,"Snacks, oriental mix, rice-based",NA,SR
105880,167959,"Snacks, popcorn, air-popped",NA,SR
105881,167960,"Snacks, popcorn, cheese-flavor",NA,SR
105882,167961,"Snacks, pork skins, plain",NA,SR
105883,167962,"Snacks, potato chips, barbecue-flavor",NA,SR
105884,167963,"Snacks, potato chips, sour-cream-and-onion-flavor",NA,SR
105885,167964,"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel",NA,SR
105886,167965,"Snacks, pretzels, hard, whole-wheat including both salted and unsalted",NA,SR
105887,167966,"Snacks, rice cracker brown rice, plain",NA,SR
105888,167967,"Snacks, rice cakes, brown rice, buckwheat",NA,SR
105889,167968,"Snacks, trail mix, tropical",NA,SR
105890,167969,"Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds",NA,SR
105891,167970,"Snacks, tortilla chips, taco-flavor",NA,SR
105892,167971,"Candies, TOOTSIE ROLL, chocolate-flavor roll",NA,SR
105893,167972,"Candies, butterscotch",NA,SR
105894,167973,"Candies, carob, unsweetened",NA,SR
105895,167974,"Candies, caramels",NA,SR
105896,167975,"Candies, CARAMELLO Candy Bar",NA,SR
105897,167976,"Candies, semisweet chocolate",NA,SR
105898,167977,"Candies, sweet chocolate",NA,SR
105899,167978,"Candies, sweet chocolate coated fondant",NA,SR
105900,167979,"Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES",NA,SR
105901,167980,"Candies, confectioner's coating, butterscotch",NA,SR
105902,167981,"Ice creams, french vanilla, soft-serve",NA,SR
105903,167982,"Candies, YORK Peppermint Pattie",NA,SR
105904,167983,"Candies, TWIZZLERS NIBS CHERRY BITS",NA,SR
105905,167984,"Candies, SYMPHONY Milk Chocolate Bar",NA,SR
105906,167985,"Candies, 5TH AVENUE Candy Bar",NA,SR
105907,167986,"Candies, fondant, prepared-from-recipe",NA,SR
105908,167987,"Candies, fudge, chocolate, prepared-from-recipe",NA,SR
105909,167988,"Candies, fudge, chocolate, with nuts, prepared-from-recipe",NA,SR
105910,167989,"Candies, gumdrops, starch jelly pieces",NA,SR
105911,167990,"Candies, hard",NA,SR
105912,167991,"Candies, jellybeans",NA,SR
105913,167992,"Candies, KIT KAT Wafer Bar",NA,SR
105914,167993,"Candies, KRACKEL Chocolate Bar",NA,SR
105915,167994,"Candies, MARS SNACKFOOD US, MARS Almond Bar",NA,SR
105916,167995,"Candies, marshmallows",NA,SR
105917,167996,"Candies, halavah, plain",NA,SR
105918,167997,"Candies, NESTLE, OH HENRY! Bar",NA,SR
105919,167998,"Puddings, chocolate, dry mix, instant, prepared with 2% milk",NA,SR
105920,167999,"Baking chocolate, mexican, squares",NA,SR
105921,168000,Chocolate-flavored hazelnut spread,NA,SR
105922,168001,"Candies, milk chocolate coated peanuts",NA,SR
105923,168002,"Glutino, Gluten Free Wafers, Lemon Flavored",NA,SR
105924,168003,"Glutino, Gluten Free Wafers, Milk Chocolate",NA,SR
105925,168004,"Mary's Gone Crackers, Original Crackers, Organic Gluten Free",NA,SR
105926,168005,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Cheddar",NA,SR
105927,168006,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Explosive Pizza",NA,SR
105928,168007,"Sage Valley, Gluten Free Vanilla Sandwich Cookies",NA,SR
105929,168008,"Schar, Gluten-Free, Classic White Rolls",NA,SR
105930,168009,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",NA,SR
105931,168010,"Udi's, Gluten Free, Classic French Dinner Rolls",NA,SR
105932,168011,"Van's, Gluten Free, Totally Original Waffles",NA,SR
105933,168012,"Van's, The Perfect 10, Crispy Six Whole Grain + Four Seed Baked Crackers, Gluten Free",NA,SR
105934,168013,"Bread, multi-grain (includes whole-grain)",NA,SR
105935,168014,"Cookies, animal crackers (includes arrowroot, tea biscuits)",NA,SR
105936,168015,"Sweet Potatoes, french fried, crosscut, frozen, unprepared",NA,SR
105937,168016,"Sweet Potato puffs, frozen, unprepared",NA,SR
105938,168017,"Mouse nuts, roots (Alaska Native)",NA,SR
105939,168018,"Mouse nuts, seedlings (Alaska Native)",NA,SR
105940,168019,Octopus (Alaska Native),NA,SR
105941,168020,"Seal, bearded (Oogruk), meat, dried (Alaska Native)",NA,SR
105942,168021,"Fish, pike, northern, liver (Alaska Native)",NA,SR
105943,168022,"Rhubarb, wild, leaves (Alaska Native)",NA,SR
105944,168023,"Fish, salmon, tipnuk, fermented (Alaska Native)",NA,SR
105945,168024,"Fish, salmon, king, chinook, kippered, canned (Alaska Native)",NA,SR
105946,168025,"Seal, ringed, meat (Alaska Native)",NA,SR
105947,168026,"Seal, ringed, liver (Alaska Native)",NA,SR
105948,168027,"Soup, fish, homemade (Alaska Native)",NA,SR
105949,168028,"Sourdock, young leaves (Alaska Native)",NA,SR
105950,168029,"Walrus, meat, raw (Alaska Native)",NA,SR
105951,168030,"Walrus, meat and subcutaneous fat raw (Alaska Native)",NA,SR
105952,168031,"Walrus, liver, raw (Alaska Native)",NA,SR
105953,168032,"Oil, walrus (Alaska Native)",NA,SR
105954,168033,"Fish, whitefish, mixed species, raw (Alaska Native)",NA,SR
105955,168034,"Fish, whitefish, broad, head, eyes, cheeks and soft bones (Alaska Native)",NA,SR
105956,168035,"Willow, leaves in oil (Alaska Native)",NA,SR
105957,168036,"Willow, young leaves, chopped (Alaska Native)",NA,SR
105958,168037,"Corn, white, steamed (Navajo)",NA,SR
105959,168038,"Cornmeal, white (Navajo)",NA,SR
105960,168039,"Cornmeal, yellow (Navajo)",NA,SR
105961,168040,"Squash, Indian, raw (Navajo)",NA,SR
105962,168041,"Tortilla, includes plain and from mutton sandwich (Navajo)",NA,SR
105963,168042,"Stew, dumpling with mutton (Navajo)",NA,SR
105964,168043,"Stew, hominy with mutton (Navajo)",NA,SR
105965,168044,"Stew, mutton, corn, squash (Navajo)",NA,SR
105966,168045,"Fish, salmon, sockeye (red), raw (Alaska Native)",NA,SR
105967,168046,"Fish, Salmon, Chum, raw (Alaska Native)",NA,SR
105968,168047,"Fish, salmon, king (chinook), raw (Alaska Native)",NA,SR
105969,168048,"Salmonberries, raw (Alaska Native)",NA,SR
105970,168049,"Caribou, shoulder meat, dried (Alaska Native)",NA,SR
105971,168050,"Caribou, hind quarter meat, raw (Alaska Native)",NA,SR
105972,168051,"Seal, bearded (Oogruk), meat, dried, in oil (Alaska Native)",NA,SR
105973,168052,"Fish, whitefish, dried (Alaska Native)",NA,SR
105974,168053,"Seal, bearded (Oogruk), meat, low quadrant, raw (Alaska Native)",NA,SR
105975,168054,"Fish, salmon, chum, dried (Alaska Native)",NA,SR
105976,168055,"Elk, free range, ground, cooked patties (Shoshone Bannock)",NA,SR
105977,168056,"Elk, free range, ground, raw (Shoshone Bannock)",NA,SR
105978,168057,"Elk, free range, roast, eye of round, cooked (Shoshone Bannock)",NA,SR
105979,168058,"Chokecherries, raw, pitted (Shoshone Bannock)",NA,SR
105980,168059,"Steelhead trout, dried, flesh (Shoshone Bannock)",NA,SR
105981,168060,"Steelhead trout, boiled, canned (Alaska Native)",NA,SR
105982,168061,Acorn stew (Apache),NA,SR
105983,168062,"Restaurant, Italian, chicken parmesan without pasta",NA,SR
105984,168063,"Restaurant, Latino, arroz con leche (rice pudding)",NA,SR
105985,168064,"Restaurant, Latino, Arroz con frijoles negros (rice and black beans)",NA,SR
105986,168065,"Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans)",NA,SR
105987,168066,"Restaurant, Latino, Arroz con grandules (rice and pigeonpeas)",NA,SR
105988,168067,"Restaurant, Latino, tamale, pork",NA,SR
105989,168068,"Restaurant, Latino, black bean soup",NA,SR
105990,168069,"Restaurant, Latino, tripe soup",NA,SR
105991,168070,"Restaurant, Latino, arepa (unleavened cornmeal bread)",NA,SR
105992,168071,"Restaurant, Latino, bunuelos (fried yeast bread)",NA,SR
105993,168072,"Restaurant, Chinese, beef and vegetables",NA,SR
105994,168073,"CRACKER BARREL, chicken tenderloin platter, fried, from kid's menu",NA,SR
105995,168074,"CRACKER BARREL, country fried shrimp platter",NA,SR
105996,168075,"CRACKER BARREL, farm raised catfish platter",NA,SR
105997,168076,"DENNY'S, mozzarella cheese sticks",NA,SR
105998,168077,"DENNY'S, golden fried shrimp",NA,SR
105999,168078,"DENNY'S, macaroni & cheese, from kid's menu",NA,SR
106000,168079,"DENNY'S, chicken nuggets, star shaped, from kid's menu",NA,SR
106001,168080,"Restaurant, Chinese, shrimp and vegetables",NA,SR
106002,168081,"Restaurant, Chinese, sweet and sour chicken",NA,SR
106003,168082,"Restaurant, Chinese, sweet and sour pork",NA,SR
106004,168083,"Restaurant, Chinese, chicken chow mein",NA,SR
106005,168084,"Restaurant, Chinese, vegetable chow mein, without meat or noodles",NA,SR
106006,168085,"OLIVE GARDEN, spaghetti with meat sauce",NA,SR
106007,168086,"CARRABBA'S ITALIAN GRILL, spaghetti with meat sauce",NA,SR
106008,168087,"Restaurant, Chinese, sesame chicken",NA,SR
106009,168088,"Syrups, grenadine",NA,SR
106010,168089,"Imitation cheese, american or cheddar, low cholesterol",NA,SR
106011,168090,"Babyfood, banana juice with low fat yogurt",NA,SR
106012,168091,"Babyfood, mixed fruit juice with low fat yogurt",NA,SR
106013,168092,"Ham, turkey, sliced, extra lean, prepackaged or deli",NA,SR
106014,168093,"Salad dressing, peppercorn dressing, commercial, regular",NA,SR
106015,168094,"Mayonnaise, reduced-calorie or diet, cholesterol-free",NA,SR
106016,168095,"Granola bar, soft, milk chocolate coated, peanut butter",NA,SR
106017,168096,"Salad dressing, italian dressing, reduced calorie",NA,SR
106018,168097,"Cream substitute, liquid, light",NA,SR
106019,168098,"Cheese, monterey, low fat",NA,SR
106020,168099,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free",NA,SR
106021,168100,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, cholesterol-free",NA,SR
106022,168101,"Bologna, beef, low fat",NA,SR
106023,168102,"Candies, MARS SNACKFOOD US, TWIX chocolate fudge cookie bars",NA,SR
106024,168103,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",NA,SR
106025,168104,"Frozen yogurts, chocolate",NA,SR
106026,168105,"Frozen yogurts, flavors other than chocolate",NA,SR
106027,168106,Papad,NA,SR
106028,168107,"Rice cake, cracker (include hain mini rice cakes)",NA,SR
106029,168108,"Candies, MARS SNACKFOOD US, M&M's Almond Chocolate Candies",NA,SR
106030,168109,"Salad Dressing, coleslaw, reduced fat",NA,SR
106031,168110,"Pork, cured, ham, low sodium, lean and fat, cooked",NA,SR
106032,168111,"Pork, cured, ham, boneless, low sodium, extra lean (approximately 5% fat), roasted",NA,SR
106033,168112,"Salad dressing, mayonnaise and mayonnaise-type, low calorie",NA,SR
106034,168113,"Frozen novelties, juice type, orange",NA,SR
106035,168114,"Cheese, cottage, lowfat, 1% milkfat, no sodium added",NA,SR
106036,168115,"Mayonnaise, low sodium, low calorie or diet",NA,SR
106037,168116,"Snacks, tortilla chips, unsalted, white corn",NA,SR
106038,168117,"Cranberry juice, unsweetened",NA,SR
106039,168118,"Beef, bologna, reduced sodium",NA,SR
106040,168119,"Turnip greens, canned, no salt added",NA,SR
106041,168120,"Turkey, light or dark meat, smoked, cooked, with skin, bone removed",NA,SR
106042,168121,"Cheese, pasteurized process, cheddar or American, low sodium",NA,SR
106043,168122,"Beverages, coffee, instant, with whitener, reduced calorie",NA,SR
106044,168123,"Beverages, cranberry-apple juice drink, low calorie, with vitamin C added",NA,SR
106045,168124,"Cheese, swiss, low sodium",NA,SR
106046,168125,"Babyfood, dinner, macaroni, beef and tomato sauce, toddler",NA,SR
106047,168126,"Rolls, pumpernickel",NA,SR
106048,168127,"Snacks, corn-based, extruded, chips, unsalted",NA,SR
106049,168128,"Beans, baked, canned, no salt added",NA,SR
106050,168129,"Jellyfish, dried, salted",NA,SR
106051,168130,"Frozen novelties, ice cream type, chocolate or caramel covered, with nuts",NA,SR
106052,168131,"Frankfurter, low sodium",NA,SR
106053,168132,"Frozen novelties, ice type, pop, with low calorie sweetener",NA,SR
106054,168133,"Babyfood, dessert, peach yogurt",NA,SR
106055,168134,"Babyfood, dessert, blueberry yogurt, strained",NA,SR
106056,168135,"Babyfood, dessert, banana yogurt, strained",NA,SR
106057,168136,"Ice creams, chocolate, rich",NA,SR
106058,168137,"Snacks, tortilla chips, light (baked with less oil)",NA,SR
106059,168138,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, honey roasted",NA,SR
106060,168139,"Popcorn, microwave, low fat and sodium",NA,SR
106061,168140,"Babyfood, fruit supreme dessert",NA,SR
106062,168141,"Cheese, swiss, low fat",NA,SR
106063,168142,"Sweeteners, tabletop, fructose, liquid",NA,SR
106064,168143,"Puddings, chocolate flavor, low calorie, instant, dry mix",NA,SR
106065,168144,"Babyfood, grape juice, no sugar, canned",NA,SR
106066,168145,"Jellies, reduced sugar, home preserved",NA,SR
106067,168146,"Puddings, all flavors except chocolate, low calorie, instant, dry mix",NA,SR
106068,168147,Vital wheat gluten,NA,SR
106069,168148,"Frog legs, raw",NA,SR
106070,168149,"Fish, mackerel, salted",NA,SR
106071,168150,"Java-plum, (jambolan), raw",NA,SR
106072,168151,"Jujube, raw",NA,SR
106073,168152,"Jujube, Chinese, fresh, dried",NA,SR
106074,168153,"Kiwifruit, green, raw",NA,SR
106075,168154,"Kumquats, raw",NA,SR
106076,168155,"Limes, raw",NA,SR
106077,168156,"Lime juice, raw",NA,SR
106078,168157,"Lime juice, canned or bottled, unsweetened",NA,SR
106079,168158,"Blueberries, dried, sweetened",NA,SR
106080,168159,"Prunes, canned, heavy syrup pack, solids and liquids",NA,SR
106081,168160,"Prunes, dehydrated (low-moisture), uncooked",NA,SR
106082,168161,"Prunes, dehydrated (low-moisture), stewed",NA,SR
106083,168162,"Plums, dried (prunes), uncooked",NA,SR
106084,168163,"Quinces, raw",NA,SR
106085,168164,"Raisins, golden, seedless",NA,SR
106086,168165,"Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)",NA,SR
106087,168166,"Raisins, seeded",NA,SR
106088,168167,"Rambutan, canned, syrup pack",NA,SR
106089,168168,"Rhubarb, frozen, uncooked",NA,SR
106090,168169,"Rhubarb, frozen, cooked, with sugar",NA,SR
106091,168170,"Roselle, raw",NA,SR
106092,168171,"Rose-apples, raw",NA,SR
106093,168172,"Strawberries, canned, heavy syrup pack, solids and liquids",NA,SR
106094,168173,"Strawberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",NA,SR
106095,168174,"Strawberries, frozen, sweetened, sliced",NA,SR
106096,168175,"Sugar-apples, (sweetsop), raw",NA,SR
106097,168176,"Feijoa, raw",NA,SR
106098,168177,"Pears, asian, raw",NA,SR
106099,168178,"Fruit cocktail, canned, heavy syrup, drained",NA,SR
106100,168179,"Blueberries, canned, light syrup, drained",NA,SR
106101,168180,"Blueberries, wild, canned, heavy syrup, drained",NA,SR
106102,168181,"Peaches, canned, heavy syrup, drained",NA,SR
106103,168182,"Pears, canned, heavy syrup, drained",NA,SR
106104,168183,"Plums, canned, heavy syrup, drained",NA,SR
106105,168184,"Tangerines, (mandarin oranges), canned, juice pack, drained",NA,SR
106106,168185,"Peach nectar, canned, with added ascorbic acid",NA,SR
106107,168186,"Pear nectar, canned, with added ascorbic acid",NA,SR
106108,168187,"Pineapple juice, canned or bottled, unsweetened, with added ascorbic acid",NA,SR
106109,168188,"Apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid",NA,SR
106110,168189,"Grapefruit juice, white, bottled, unsweetened, OCEAN SPRAY",NA,SR
106111,168190,"Jackfruit, canned, syrup pack",NA,SR
106112,168191,"Dates, medjool",NA,SR
106113,168192,"Durian, raw or frozen",NA,SR
106114,168193,"Pineapple, raw, traditional varieties",NA,SR
106115,168194,"Pineapple, raw, extra sweet variety",NA,SR
106116,168195,"Clementines, raw",NA,SR
106117,168196,"Guanabana nectar, canned",NA,SR
106118,168197,"Juice, apple and grape blend, with added ascorbic acid",NA,SR
106119,168198,"Juice, apple, grape and pear blend, with added ascorbic acid and calcium",NA,SR
106120,168199,"Plantains, green, fried",NA,SR
106121,168200,"Plantains, yellow, fried, Latino restaurant",NA,SR
106122,168201,"Apples, raw, red delicious, with skin (Includes foods for USDA's Food Distribution Program)",NA,SR
106123,168202,"Apples, raw, golden delicious, with skin",NA,SR
106124,168203,"Apples, raw, granny smith, with skin (Includes foods for USDA's Food Distribution Program)",NA,SR
106125,168204,"Apples, raw, gala, with skin (Includes foods for USDA's Food Distribution Program)",NA,SR
106126,168205,"Pineapple juice, canned, not from concentrate, unsweetened, with added vitamins A, C and E",NA,SR
106127,168206,"Fruit juice smoothie, NAKED JUICE, BLUE MACHINE",NA,SR
106128,168207,"Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium",NA,SR
106129,168208,"Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",NA,SR
106130,168209,"Raspberries, frozen, red, unsweetened",NA,SR
106131,168210,"Guava nectar, with sucralose, canned",NA,SR
106132,168211,"Kiwifruit, ZESPRI SunGold, raw",NA,SR
106133,168212,"Cranberry juice blend, 100% juice, bottled, with added vitamin C and calcium",NA,SR
