thalos_id,calories,protein,fat,carbs
100002,52,3.33,2.14,4.83
100003,61,3.27,3.2,4.63
100004,50,3.36,1.9,4.9
100005,43,3.38,0.95,5.18
100006,34,3.43,0.08,4.92
100007,43,3.38,0.95,5.18
100008,34,3.43,0.08,4.92
100009,50,3.36,1.9,4.9
100010,61,3.27,3.2,4.63
100011,43,3.46,1.08,4.81
100012,52,3.59,0.96,7.48
100013,69,3.56,4.14,4.45
100014,32,3.2,0.07,4.6
100015,76,4.01,4.08,5.86
100016,134,6.81,7.56,10.04
100017,134,6.81,7.56,10.04
100018,92,7.42,1.96,11.15
100019,78,7.55,0.2,11.35
100020,321,7.91,8.7,54.4
100021,31,1.14,1.6,3.04
100022,53,3.41,2.05,5.22
100023,38,3.55,2.12,1.29
100024,64,3.35,2.03,8.32
100025,30,0.53,1.18,4.31
100026,43,0.57,1.2,7.44
100027,15,0.55,1.22,0.34
100028,20,0.54,1.21,1.53
100029,47,0.28,0.97,9.17
100030,45,0.66,2.33,5.37
100031,31,0.21,2.08,2.92
100032,94,6.67,2.87,10.22
100033,91,9.11,1.33,10.78
100034,93,4.57,1.34,15.69
100035,63,5.25,1.55,7.04
100036,78,3.82,4.48,5.57
100037,63,5.25,1.55,7.04
100038,50,4.23,0.09,8.08
100039,67,10.2,1.36,3.6
100040,94,8.78,4.39,4.75
100041,67,10.2,1.36,3.6
100042,59,10.3,0.37,3.64
100043,93,4.57,1.34,15.69
100044,106,3.34,3.86,14.43
100045,93,4.57,1.34,15.69
100046,46,3.64,0.08,7.64
100047,91,9.11,1.33,10.78
100048,114,7.85,3.91,11.8
100049,91,9.11,1.33,10.78
100050,83,9.21,0.34,10.81
100051,82,4.51,1.36,13.02
100052,95,3.28,3.88,11.76
100053,82,4.51,1.36,13.02
100054,47,3.64,0.08,7.94
100055,81,9.07,1.34,8.18
100056,104,7.81,3.92,9.21
100057,81,9.07,1.34,8.18
100058,73,9.17,0.34,8.22
100059,149,9.22,3.67,20.02
100060,74,3.65,1.07,12.55
100061,81,4.34,1.03,13.68
100062,189,7.93,15.99,3.33
100063,160,6.82,12.91,4.06
100064,195,8.48,16.09,4.13
100065,159,7.02,12.96,3.59
100066,91,5.22,6,4.1
100067,191,8.16,16.03,3.76
100068,104,5.25,2.18,16.08
100069,127,3,3.6,21.6
100070,127,3,3.6,21.6
100071,131,3,3.6,21.6
100072,159,4,5.6,24.2
100073,160,4.31,5.76,24.87
100074,204,3.9,6.25,34.38
100075,127,3,3.6,21.6
100076,131,3,3.6,21.6
100077,142,3.2,3.73,23.9
100078,139,3.2,3.73,23.9
100079,143,3.29,3.61,25.28
100080,147,3.29,3.61,25.28
100081,75,4.9,2.15,9.08
100082,78,3.82,4.48,5.57
100083,98,3.48,4.04,11.9
100084,65,3.44,0.83,10.98
100085,83,3.17,3.39,10.34
100086,76,2.99,1.9,12.13
100087,67,3.39,0,13.46
100088,64,3.46,1.11,10.15
100089,65,3.09,1.99,8.56
100090,72,1.82,1.04,13.9
100091,91,2.73,1.54,16.53
100092,78,2.79,0.06,16.55
100093,76,0.93,1.3,15.02
100094,101,2.7,2.8,16.25
100095,74,3.41,2.15,10.09
100096,54,1.35,1.64,8.41
100097,73,3.04,2.92,8.38
100098,63,3.11,1.78,8.62
100099,57,3.13,0.95,8.87
100100,49,3.18,0.19,8.64
100101,54,0.9,0.54,11.27
100102,97,3.81,2.18,15.51
100103,83,3.87,0.61,15.53
100104,81,1.88,1.92,13.9
100105,65,0.94,1.83,11.2
100106,31,1.26,0.24,5.87
100107,77,4.35,1.99,10.37
100108,54,1.19,1.48,8.92
100109,69,2.99,1.73,10.44
100110,62,4.41,0.32,10.39
100111,56,3.05,0.25,10.45
100112,59,2.31,1.72,8.66
100113,65,3.2,2.06,8.54
100114,86,3.03,2.97,11.79
100115,71,3.16,1.8,10.7
100116,69,3.13,0.89,12.3
100117,61,3.18,0.09,12.06
100118,59,3.27,2.1,6.72
100119,66,3.19,2.05,8.64
100120,88,4.55,4.19,8.05
100121,120,3.47,6.14,13.53
100122,113,3.35,5.98,11.39
100123,97,3.99,3.31,12.93
100124,92,3.88,2.33,13.83
100125,125,3.76,6.11,13.64
100126,150,3.7,6.66,20.36
100127,148,3.37,6.52,19.59
100128,150,3.7,6.66,20.36
100129,148,3.37,6.52,19.59
100130,75,2.33,1.45,13.15
100131,66,2.32,1.1,11.98
100132,66,2.32,1.1,11.98
100133,79,7.35,1.24,10.04
100134,65,0.86,0.14,15.05
100135,49,0.64,0.4,10.68
100136,66,1.38,3.56,7.12
100137,65,1.37,3.6,6.9
100138,67,1.8,3.63,6.77
100139,67,1.8,3.63,6.77
100140,66,1.37,3.62,6.87
100141,66,1.37,3.62,6.87
100142,66,1.37,3.62,6.87
100143,66,1.37,3.62,6.87
100144,65,1.4,3.53,6.99
100145,65,1.4,3.53,6.99
100146,65,1.4,3.53,6.99
100147,65,1.4,3.53,6.99
100148,65,1.38,3.48,6.9
100149,65,1.38,3.48,6.9
100150,58,1.73,3.11,5.87
100151,66,1.43,3.49,7.36
100152,66,1.4,3.49,7.38
100153,66,1.4,3.49,7.38
100154,66,1.4,3.49,7.38
100155,66,1.4,3.49,7.38
100156,65,1.6,3.24,7.43
100157,65,1.6,3.24,7.43
100158,67,1.51,3.49,7.31
100159,67,1.51,3.49,7.31
100160,67,1.51,3.49,7.31
100161,67,1.51,3.49,7.31
100162,67,1.7,3.52,7
100163,99,2.86,4.77,11.15
100164,62,1.72,3.32,6.43
100165,62,1.72,3.32,6.43
100166,99,2.86,4.77,11.15
100167,65,1.49,3.33,7.26
100168,66,1.45,3.34,7.3
100169,66,1.45,3.34,7.3
100170,66,1.45,3.34,7.3
100171,66,1.45,3.34,7.3
100172,66,1.45,3.34,7.3
100173,62,1.72,3.32,6.43
100174,71,1.96,3.78,7.34
100175,71,1.96,3.78,7.34
100176,66,1.38,3.56,7.12
100177,66,1.38,3.56,7.12
100178,66,1.38,3.56,7.12
100179,66,1.38,3.56,7.12
100180,66,1.38,3.56,7.12
100181,66,1.46,3.51,7.15
100182,65,1.49,3.36,7.17
100183,66,1.64,3.49,7.07
100184,66,1.64,3.49,7.07
100185,66,1.64,3.49,7.07
100186,66,1.64,3.49,7.07
100187,65,1.58,3.53,6.73
100188,65,1.58,3.53,6.73
100189,65,1.58,3.53,6.73
100190,65,1.58,3.53,6.73
100191,66,1.76,3.6,6.67
100192,64,1.6,3.28,7.12
100193,64,1.6,3.28,7.12
100194,64,1.6,3.28,7.12
100195,64,1.6,3.28,7.12
100196,66,1.61,3.51,6.9
100197,67,1.82,3.49,6.94
100198,67,1.82,3.49,6.94
100199,67,1.81,3.62,6.76
100200,67,1.81,3.62,6.76
100201,66,1.8,3.36,7.21
100202,66,1.43,3.6,6.9
100203,362,36.16,0.77,51.98
100204,353,12.93,1.07,74.46
100205,228,19.6,13.7,57.9
100206,400,4.55,2.27,90.28
100207,350,9.09,4.5,68.31
100208,372,0,0,92.96
100209,389,0.1,0.2,99.1
100210,131,3.13,11.5,4.3
100211,195,2.96,19.1,3.66
100212,131,3.13,11.5,4.3
100213,130,3.07,11.28,4.5
100214,59,2.6,1.4,9
100215,343,2.02,35.56,3.8
100216,346,1.9,33.45,9.49
100217,136,1,9.97,11.38
100218,136,1,9.97,11.38
100219,251,0.69,13.5,35.07
100220,71,0.8,3.5,9.1
100221,154,0.6,2.7,31.72
100222,71,0.8,3.5,9.1
100223,71,0.8,3.5,9.1
100224,529,2.48,32.92,59.29
100225,482,0.68,21.47,75.42
100226,431,1.9,15.7,73.4
100227,529,2.48,32.92,59.29
100228,136,1,9.97,11.38
100229,318,1.25,25.31,23.05
100230,224,3,13.1,23.6
100231,224,3,13.1,23.6
100232,196,3.07,17.99,5.56
100233,136,3.5,10.6,7.1
100234,74,3.1,0,15.6
100235,208,2.4,19.52,6.63
100236,432,2.55,45.18,3.94
100237,426,1.99,45.08,3.15
100238,195,1.82,15.15,13.2
100239,346,2.15,35.77,3.92
100240,166,2,12.36,11.87
100241,432,2.55,45.18,3.94
100242,201,2.35,15.25,13.95
100243,345,2.35,35.83,3.44
100244,165,2.2,12.41,11.42
100245,429,2.23,45.12,3.57
100246,198,2.04,15.19,13.6
100247,221,3.57,11.3,26.36
100248,207,3.5,11,23.6
100249,242,3.67,11.76,30.51
100250,216,3.8,11,28.2
100251,249,3.93,11.76,34.39
100252,180,4.78,4.83,29.46
100253,187,5,7.19,25.7
100254,249,3.5,16.2,22.29
100255,251,4.72,16.98,19.78
100256,358,2.11,25.26,37.12
100257,331,4.1,24.1,24.5
100258,323,4.4,20.2,30.9
100259,329,4.41,23.89,25.17
100260,264,4.28,11.8,35.88
100261,270,4.5,11.8,39.33
100262,317,4.61,14.11,43.35
100263,215,3.68,10.84,25.82
100264,218,3.76,10.58,27.16
100265,229,3.75,11.13,28.47
100266,224,3.97,10.84,30.23
100267,227,4.04,10.58,31.49
100268,189,4.91,4.91,31.44
100269,196,5.12,7.18,27.83
100270,193,4.96,4.77,32.67
100271,200,5.17,6.99,29.14
100272,354,5.21,21.88,34.38
100273,353,5.35,21.8,34.62
100274,85,0.92,2.9,14.02
100275,87,1,2.9,15.23
100276,243,3.7,11.16,31.94
100277,221,2.72,9.2,32.7
100278,199,2.42,6.88,32.59
100279,243,3.7,11.16,31.94
100280,213,2.95,9.18,30.63
100281,282,3.94,15.16,32.77
100282,174,4.38,6.14,25.44
100283,174,4.38,6.14,25.44
100284,180,4.27,6.46,26.24
100285,176,4,6.06,26.18
100286,239,4.93,8.15,37.26
100287,243,4.85,8.4,37.86
100288,236,3.23,16.65,18.76
100289,236,3.39,16.62,19.15
100290,240,3.31,16.86,19.74
100291,165,1.54,3.08,32.75
100292,163,2.56,3.67,29.99
100293,223,5.41,7.3,34.23
100294,227,5.32,7.56,34.87
100295,144,1.1,2,30.4
100296,124,3.67,1.87,23.11
100297,142,2.09,4.6,23.01
100298,156,5.6,4.86,23.53
100299,130,1.45,3.78,22.6
100300,97,5.08,3.64,10.97
100301,178,5.23,4.94,28.24
100302,113,4.06,2.83,17.85
100303,108,3.23,2.15,18.39
100304,144,3.58,3.11,25.13
100305,130,1.95,3.88,21.69
100306,106,2.78,1.89,19.38
100307,113,3.14,2.1,20.32
100308,70,3.18,2.07,9.53
100309,76,3.48,2.16,10.48
100310,130,1.45,3.78,22.6
100311,70,3.18,2.07,9.53
100312,142,2.09,4.6,23.01
100313,76,3.48,2.16,10.48
100314,130,1.95,3.88,21.69
100315,160,2.57,4.26,28
100316,212,4.2,15.12,16.23
100317,315,6.84,7.35,55.35
100318,284,5.42,11.36,40.43
100319,169,3.52,7.15,23.24
100320,353,5.65,23.86,29.44
100321,144,3.84,10.2,9.21
100322,381,20.7,31.26,4.33
100323,353,21.4,28.74,2.34
100324,371,23.24,29.68,2.79
100325,300,19.8,24.26,0.46
100326,334,20.75,27.68,0.45
100327,409,23.3,34,2.44
100328,316,27.35,20.41,2.67
100329,157,32.14,0,7.14
100330,394,23.76,32.11,2.57
100331,393,23.19,32.37,2.24
100332,273,19.71,19.08,5.58
100333,389,25.6,31.14,1.55
100334,364,21.58,29.84,0.12
100335,356,24.94,27.44,2.22
100336,413,29.81,32.34,0.36
100337,327,20.05,27.25,0.49
100338,392,22.62,32.63,1.9
100339,313,28.2,21.6,0.7
100340,296,23.7,20.4,4.44
100341,296,23.7,20.4,4.44
100342,280,27.5,17.1,3.1
100343,141,31.7,0,3.5
100344,368,23.41,30.04,1.12
100345,271,24.7,17.6,3.5
100346,412,29.87,28.75,8.36
100347,395,34.8,16.5,26.2
100348,412,29.87,28.75,8.36
100349,370,40,5,40
100350,356,24.94,27.44,2.22
100351,357,23.45,28.13,2.45
100352,274,24.7,17.6,3.5
100353,393,27,31,1.44
100354,374,28.4,27.4,3.4
100355,179,28.4,5.1,3.4
100356,127,28.4,0,3.4
100357,398,24.35,32.62,1.91
100358,299,15.86,15.52,22.46
100359,362,21.92,29.34,2.4
100360,282,24.69,19.4,3.41
100361,373,21.44,29.98,4.63
100362,297,22.14,22.1,2.4
100363,298,18.88,23.36,2.96
100364,351,23.84,27.24,2.72
100365,82,11,2.3,4.31
100366,103,11.62,4.22,4.6
100367,148,10.96,9.73,4.33
100368,148,9.6,9.46,6
100369,74,9.41,1.96,4.94
100370,79,9.78,1.98,5.63
100371,72,10.34,0.29,6.66
100372,71,10.24,0.29,6.59
100373,298,18.88,23.36,2.96
100374,82,11,2.3,4.31
100375,85,7.3,1.57,10.3
100376,72,12.4,1,2.7
100377,82,11,2.3,4.31
100378,343,5.79,33.49,4.56
100379,275,8.23,20.55,14.09
100380,264,9.09,22.66,5.59
100381,340,16.79,27.16,7.16
100382,340,16.79,27.16,7.16
100383,240,17.6,14.1,10.6
100384,126,21.05,0,10.53
100385,376,22.2,31.19,1.6
100386,176,13.41,8.88,10.71
100387,105,15.69,1,7.66
100388,307,16.09,23.06,8.85
100389,356,14.14,31.7,3.48
100390,307,16.09,23.06,8.85
100391,290,16.41,21.23,8.73
100392,290,16.41,21.23,8.73
100393,295,7.1,28.6,3.5
100394,290,16.41,21.23,8.73
100395,390,25,32,1
100396,83,6.82,2.27,9.03
100397,75,5.32,1.74,9.91
100398,85,8.03,2.8,7.11
100399,441,17.89,38.88,4.84
100400,331,3.86,32.67,5.78
100401,329,4.21,32.76,5.07
100402,337,6.18,32.8,4.2
100403,143,3.14,9.51,11.14
100404,163,3.14,13.27,7.86
100405,230,16.86,14.67,7.62
100406,247,15.59,15.61,12.18
100407,321,19.19,24.52,5.65
100408,299,17.55,22.03,7.66
100409,276,19.32,21.2,1.95
100410,207,9.43,16.01,6.38
100411,165,7.5,12.26,6.32
100412,297,12.46,13.29,31.89
100413,297,12.46,13.29,31.89
100414,295,13.62,13.52,29.67
100415,325,15.14,16.11,29.95
100416,323,16.3,16.34,27.72
100417,256,12.79,7.92,33.31
100418,254,13.95,8.14,31.08
100419,343,11.03,20.78,28.09
100420,343,11.03,20.78,28.09
100421,341,12.05,20.98,26.13
100422,368,13.38,23.26,26.38
100423,366,14.4,23.46,24.42
100424,307,11.32,16.05,29.33
100425,305,12.34,16.25,27.38
100426,163,3.14,13.27,7.86
100427,150,2.12,15,1.77
100428,122,2.07,11.54,2.65
100429,171,6.52,15.34,1.44
100430,148,6.47,12.53,2.15
100431,156,6.87,13.6,1.44
100432,133,6.83,10.79,2.15
100433,145,5.91,12.46,1.99
100434,122,5.87,9.66,2.7
100435,325,14.75,18.33,25.14
100436,139,7.17,10.87,3.86
100437,215,27.13,11.29,0
100438,262,25.62,17.04,0
100439,112,12.58,5.99,1.25
100440,231,27.13,13.04,0
100441,230,26.95,12.99,0
100442,229,27,12.88,0
100443,225,25.97,13.43,0.21
100444,187,28.83,7.1,0
100445,243,29.13,14.09,0
100446,260,24.99,17.73,0
100447,289,23.5,21.64,0
100448,230,26.47,13.83,0
100449,166,29.72,4.25,0
100450,239,27.14,13.98,0
100451,262,26.23,16.65,0
100452,216,28.05,11.32,0
100453,239,27.14,13.98,0
100454,262,26.23,16.65,0
100455,216,28.05,11.32,0
100456,252,26.16,15.56,0
100457,274,25.2,18.42,0
100458,230,27.12,12.69,0
100459,196,30.46,8.25,0
100460,306,19.9,21.05,7.94
100461,257,25.9,16.46,0
100462,257,25.9,16.46,0
100463,253,18.2,14.1,12.13
100464,257,25.9,16.46,0
100465,206,29.08,9.72,0
100466,251,28.39,15.35,0
100467,251,28.39,15.35,0
100468,251,18.17,18.98,0.47
100469,231,29.41,12.04,0
100470,326,18.26,27.59,0
100471,213,18.44,14.88,0
100472,261,25.55,16.82,0
100473,272,25.45,18.18,0
100474,449,31.3,34.4,1.4
100475,541,37.04,41.78,1.43
100476,153,31.1,1.94,2.76
100477,225,28.12,11.32,2.5
100478,410,33.2,25.6,11
100479,81,12.03,2.52,2.43
100480,192,27.14,8.67,0
100481,299,26.92,21.22,0
100482,271,24.57,18.33,0
100483,412,35,24.73,9.73
100484,183,27.5,7.55,0
100485,195,26.97,9.17,0.01
100486,171,28.03,5.94,0
100487,219,25.54,9.18,7.2
100488,229,25.06,10.58,7.16
100489,208,25.99,7.74,7.16
100490,190,18.37,9.04,7.82
100491,247,25.93,15.08,0
100492,264,25.15,17.36,0.01
100493,230,26.71,12.8,0
100494,275,24.16,15.8,7.2
100495,134,24.65,3.38,0.09
100496,117,19.04,3.87,1.58
100497,195,27.8,8.32,0.3
100498,167,20.94,8.43,0.49
100499,167,20.94,8.43,0.49
100500,181,26.63,7.49,0
100501,329,13.07,28.39,4.49
100502,146,28.31,2.78,1.8
100503,484,37.41,35.8,1.9
100504,253,13.33,20,4.8
100505,484,37.41,35.8,1.9
100506,541,37.04,41.78,1.43
100507,468,33.92,35.09,1.7
100508,468,33.92,35.09,1.7
100509,541,37.04,41.78,1.43
100510,750,2.68,81.93,0
100511,254,16.52,14.97,12.13
100512,254,16.22,15.12,12.13
100513,569,45.03,41.74,0
100514,236,26.15,13.78,0
100515,236,26.15,13.78,0
100516,236,21.77,15.92,0
100517,140,11.63,10.02,0.01
100518,268,14.64,22.79,1.09
100519,404,26.58,32.24,0
100520,544,61.3,31.3,0
100521,97,11.3,3.8,3.7
100522,188,13.7,14.2,1.4
100523,292,24.32,20.77,0
100524,264,27.36,16.27,0
100525,281,24.55,19.49,0
100526,142,26.88,3.01,0
100527,158,29.51,4.4,0.07
100528,213,25.62,11.69,1.5
100529,242,21.54,13.59,8.04
100530,204,30.14,8.34,0
100531,167,28.1,5.26,0
100532,149,29.96,2.36,0
100533,398,32.2,22.41,14.72
100534,312,20.23,25.08,0
100535,133,29.04,0.96,0
100536,257,32.16,13.28,0
100537,166,29.53,4.38,0
100538,178,25.25,8.55,0
100539,159,28.08,4.34,0
100540,219,29.96,10.12,0
100541,172,30.53,4.65,0
100542,210,34.57,6.9,0
100543,253,28.97,14.38,0
100544,159,28.08,4.34,0
100545,159,28.08,4.34,0
100546,174,25.93,7.01,0
100547,164,26.79,6.36,0
100548,196,25.07,10.65,0.1
100549,164,26.79,6.36,0
100550,165,27.32,5.32,0
100551,203,24.7,10.8,0
100552,165,27.32,5.32,0
100553,164,26.79,6.36,0
100554,196,25.07,10.65,0.1
100555,164,26.79,6.36,0
100556,156,26.03,5.38,0
100557,196,23.58,10.86,0
100558,156,26.03,5.38,0
100559,179,26.74,7.2,0
100560,217,24.19,12.57,0
100561,179,26.74,7.2,0
100562,180,21.98,6.36,7.31
100563,211,19.89,10.74,7.31
100564,180,21.98,6.36,7.31
100565,217,24.19,12.57,0
100566,179,26.74,7.2,0
100567,251,21.75,15.02,7.14
100568,164,26.18,6.58,0.07
100569,251,21.75,15.02,7.14
100570,164,26.18,6.58,0.07
100571,175,26.37,7.67,0.09
100572,144,28.04,3.57,0
100573,192,26.25,8.8,0
100574,161,30.22,3.52,0
100575,175,26.37,7.67,0.09
100576,144,28.04,3.57,0
100577,206,25.67,10.6,0
100578,176,29.56,5.44,0
100579,204,25.32,10.45,0.31
100580,175,29.13,5.38,0.31
100581,175,26.37,7.67,0.09
100582,144,28.04,3.57,0
100583,181,24.7,8.28,0
100584,149,27.96,3.26,0
100585,206,25.72,10.62,0
100586,176,29.62,5.45,0
100587,202,21.15,9.15,7.34
100588,178,24.33,4.93,7.34
100589,206,25.72,10.62,0
100590,176,29.62,5.45,0
100591,243,21.46,14.11,6.01
100592,176,29.62,5.45,0
100593,219,24.56,9.99,6.01
100594,250,20.58,14.79,7.21
100595,176,29.62,5.45,0
100596,273,19.32,16.95,10.72
100597,213,22.77,10.78,6.01
100598,207,23.75,9.9,4.01
100599,176,29.62,5.45,0
100600,218,23.77,13.63,0.12
100601,185,25.54,9.15,0
100602,214,23.16,12.81,0
100603,168,24.41,7.13,0
100604,218,23.77,13.63,0.12
100605,185,25.54,9.15,0
100606,211,22.45,13.44,0
100607,164,24.1,7.5,0
100608,228,22.65,14.52,0
100609,183,23.87,8.96,0
100610,220,18.64,12.32,7.28
100611,183,19.63,7.79,7.28
100612,228,22.65,14.52,0
100613,183,23.87,8.96,0
100614,260,19.04,17.2,5.98
100615,183,23.92,8.98,0
100616,226,20.99,13.4,3.98
100617,183,23.87,8.96,0
100618,206,25.65,11.46,0.12
100619,172,27.71,6.76,0
100620,190,23.21,10.09,0
100621,154,24.1,5.67,0
100622,206,25.65,11.46,0.12
100623,172,27.71,6.76,0
100624,203,22.66,11.83,0
100625,168,23.52,7.51,0
100626,206,25.65,11.46,0.12
100627,172,27.71,6.76,0
100628,204,22.7,11.85,0
100629,169,23.57,7.53,0
100630,200,18.68,10.15,7.28
100631,172,19.39,6.62,7.28
100632,186,22.54,10.64,0
100633,148,23.71,5.9,0
100634,204,22.7,11.85,0
100635,169,23.57,7.53,0
100636,241,19.08,15.07,5.98
100637,169,23.61,7.54,0
100638,212,19.73,11.6,5.96
100639,247,18.3,15.66,7.15
100640,169,23.57,7.53,0
100641,288,17.77,18.76,12.14
100642,213,21.82,11.21,6.12
100643,205,21.04,11.01,3.98
100644,169,23.57,7.53,0
100645,226,22.51,15.08,0.12
100646,193,24.09,10.74,0
100647,231,23.12,14.62,0
100648,178,24.61,8.1,0
100649,226,22.51,15.08,0.12
100650,193,24.09,10.74,0
100651,243,22.57,16.25,0
100652,192,24.02,9.89,0
100653,226,22.51,15.08,0.12
100654,193,24.09,10.74,0
100655,227,22.39,15.31,0
100656,175,24.36,8.56,0
100657,243,22.61,16.29,0
100658,192,24.07,9.91,0
100659,233,18.61,13.77,7.28
100660,191,19.8,8.56,7.28
100661,243,22.61,16.29,0
100662,192,24.07,9.91,0
100663,273,19.01,18.61,5.98
100664,192,24.12,9.93,0
100665,231,20.14,13.49,5.96
100666,277,18.23,19.01,7.15
100667,192,24.07,9.91,0
100668,294,16.26,19.67,13
100669,218,19.42,12.8,6.31
100670,294,16.26,19.67,13
100671,218,19.42,12.8,6.31
100672,240,20.96,14.99,3.98
100673,192,24.07,9.91,0
100674,257,23.42,18.04,0.6
100675,252,23.6,16.74,0
100676,257,23.42,18.04,0.6
100677,264,23.08,18.35,0
100678,257,23.42,18.04,0.6
100679,247,22.6,16.69,0
100680,265,23.13,18.39,0
100681,250,19.03,15.49,7.28
100682,265,23.13,18.39,0
100683,289,19.39,20.24,5.96
100684,294,18.62,20.59,7.15
100685,323,17.77,21.28,15
100686,323,17.77,21.28,15
100687,260,21.42,16.87,3.98
100688,272,16.78,20.2,6.18
100689,276,16.95,17.39,13.13
100690,323,17.77,21.28,15
100691,254,17.57,19.48,2.5
100692,258,17.74,16.67,9.42
100693,294,18.62,20.59,7.15
100694,267,17.02,19.98,5.08
100695,271,17.19,17.17,12.01
100696,314,18.03,21.07,12.64
100697,282,12.36,16.87,20.03
100698,232,11.39,11.82,19.98
100699,298,25.73,20.8,0
100700,245,19.45,17.95,0
100701,454,20.36,40.68,0
100702,450,20.19,40.34,0
100703,215,19.4,14.6,0.2
100704,185,25.3,8.1,0.9
100705,164,26.68,6.33,0
100706,287,14.85,19.58,12.84
100707,240,14.62,13.58,14.86
100708,151,22.31,5.81,2.36
100709,201,27.14,10.31,0
100710,307,15.92,20.36,14.93
100711,307,15.92,20.36,14.93
100712,307,15.92,20.36,14.93
100713,270,15.67,12.9,22.86
100714,298,13.36,19.23,17.88
100715,304,15.15,20.02,15.81
100716,271,19.22,13.95,17.25
100717,271,19.22,13.95,17.25
100718,283,18.82,15.62,16.9
100719,270,15.67,12.9,22.86
100720,240,14.62,13.58,14.86
100721,262,17.84,13.84,16.53
100722,139,28.81,2.06,0
100723,139,28.81,2.06,0
100724,169,28.28,5.55,0.03
100725,173,27.26,3.69,6.46
100726,200,26.78,6.84,6.48
100727,139,28.81,2.06,0
100728,169,28.28,5.55,0.03
100729,167,26.94,5.98,0
100730,202,26.46,10.16,0.05
100731,151,27.99,3.76,0
100732,183,27.48,7.54,0.04
100733,165,27.22,5.06,1.42
100734,192,26.2,8.51,1.42
100735,158,31.18,2.66,0.19
100736,204,30.25,8.52,0.14
100737,208,28.1,9.7,0
100738,162,29.3,5,0
100739,144,28.52,3.38,0
100740,206,27.64,9.74,0
100741,144,28.52,3.38,0
100742,203,26.86,10.07,0
100743,182,24.36,9.26,0.27
100744,161,26.94,5.98,0
100745,161,22.29,7.3,0
100746,139,28.81,2.06,0
100747,202,26.87,9.97,0
100748,294,22.25,22.8,0
100749,203,25.58,11.26,0
100750,185,25.3,8.1,0.9
100751,211,26.87,11.5,0
100752,236,22.19,8.66,17.14
100753,368,29.5,25.87,4.24
100754,253,13.33,20,4.8
100755,336,18.91,28.23,0
100756,200,23.38,11.15,0
100757,336,18.91,28.23,0
100758,200,23.38,11.15,0
100759,154,5.32,11.76,6.47
100760,304,25.06,21.83,0
100761,257,22.08,18.06,0
100762,133,23.11,3.84,0
100763,257,22.08,18.06,0
100764,133,23.11,3.84,0
100765,212,23.8,12.95,0
100766,223,23.06,13.84,1.46
100767,226,25,14.04,0
100768,238,32.26,12.05,0
100769,130,13.7,7.9,0.1
100770,111,11.5,6.2,1.4
100771,174,26.31,4.64,5.12
100772,189,20.02,8.69,6.48
100773,201,13.45,13.1,6.55
100774,164,28.25,4.69,0.15
100775,157,27.05,4.61,0
100776,124,22.49,3.08,0
100777,150,11.58,10.45,1.47
100778,282,19.14,22.12,0
100779,317,21.03,25.04,0.32
100780,89,12.6,3.85,0
100781,231,12.39,20.16,0
100782,250,26.53,15.97,0
100783,153,30.15,2.66,0
100784,310,11.7,28,2.89
100785,310,11.7,28,2.89
100786,277,9.72,24.18,5.02
100787,216,13.75,15.66,5.1
100788,223,12.23,17.29,3.81
100789,341,13.3,28.7,3.37
100790,341,13.65,28.54,3.75
100791,379,14.6,34.5,1.29
100792,333,13.72,29.18,2.85
100793,334,14.03,28.98,3.28
100794,281,10.34,23.77,6.31
100795,204,11.8,14.8,5.2
100796,281,10.34,23.77,6.31
100797,341,19.3,28.1,2.63
100798,157,13.83,10.9,0
100799,307,11.1,27.7,3.2
100800,311,16.37,25.39,3.05
100801,147,21.8,5.82,0.36
100802,115,18.62,3.69,0.64
100803,504,19.25,46.28,1.18
100804,378,21.07,31.65,0.72
100805,504,19.25,46.28,1.18
100806,337,12.45,29.68,5.03
100807,317,18.2,26.2,2.15
100808,325,18.53,27.25,1.42
100809,325,18.53,27.25,1.42
100810,267,20.94,20.32,0.15
100811,233,19.93,11.13,13.25
100812,333,15.92,27.98,2.4
100813,378,21.07,31.65,0.72
100814,172,19.2,9.21,1.55
100815,378,21.07,31.65,0.72
100816,227,8.57,14.76,14.96
100817,362,17.45,30.43,3.33
100818,193,19.65,12.24,1.09
100819,230,20.03,10.7,13.32
100820,307,22.7,23,0.7
100821,230,10.5,19.4,2.6
100822,314,18.06,25.99,2.13
100823,101,16.7,3.73,0.27
100824,101,16.7,3.73,0.27
100825,101,16.7,3.73,0.27
100826,98,17.4,1.86,2.92
100827,98,17.4,1.86,2.92
100828,117,17.99,4.39,1.57
100829,315,13.4,26.6,4.6
100830,293,12.5,25.1,3.4
100831,327,14.5,28.5,3.1
100832,225,11.23,15.95,8.46
100833,106,14.81,3.77,2.2
100834,106,14.81,3.77,2.2
100835,106,14.81,3.77,2.2
100836,115,18.62,3.69,0.64
100837,115,18.62,3.69,0.64
100838,235,7.66,17.34,11.94
100839,200,11.64,13.52,7.41
100840,216,8.68,15.53,10.64
100841,94,17.22,2.34,0
100842,238,19.32,14.52,6.64
100843,208,23,12.39,0.01
100844,223,20.73,11.67,7.79
100845,269,16.05,17.23,11.72
100846,171,23.41,8.11,0
100847,156,23.19,6.3,0
100848,116,25.23,0.96,0
100849,277,11.01,16.23,21.66
100850,210,28.89,9.71,0
100851,213,19.97,10.72,7.79
100852,255,13.49,16.68,11.72
100853,189,18.93,11.91,0.01
