thalos_id,calories,protein,fat,carbs
110061,282,27.68,19.01,0
110062,198,19.14,13.44,0.23
110063,206,28.11,10.37,0
110064,154,21.85,7.41,0
110065,215,27.39,11.75,0
110066,239,19.11,17.91,0.46
110067,306,27.75,21.72,0
110068,252,18.72,19.36,0.64
110069,287,29.28,18.84,0
110070,290,23.36,21.85,0
110071,300,23.47,22.91,0
110072,255,18.13,20.31,0
110073,260,17.92,20.96,0
110074,292,24.3,21.66,0
110075,303,23.92,22.98,0
110076,277,24.85,19.68,0
110077,244,18.85,18.73,0
110078,233,30.06,12.54,0
110079,187,20.38,11.71,0
110080,195,20.06,12.78,0
110081,174,20.87,10.11,0
110082,240,25.07,14.53,0.62
110083,238,17.69,18.44,0.35
110084,222,18.43,16.31,0.36
110085,271,24.85,19.02,0
110086,285,23.89,21.1,0
110087,360,24.23,29.21,0
110088,372,23.34,30.95,0
110089,341,25.56,26.59,0
110090,324,16.15,28.42,0.78
110091,181,28.26,7.23,0.73
110092,189,28.19,7.96,1.07
110093,170,28.36,6.14,0.22
110094,134,21.38,5.36,0
110095,138,21.34,5.82,0
110096,353,21.4,28.74,2.34
110097,371,23.24,29.68,2.79
110098,334,20.75,27.68,0.45
110099,300,19.8,24.26,0.46
110100,98,11.12,4.3,3.38
110101,97,10.69,3.85,4.61
110102,72,10.34,0.29,6.66
110103,81,10.45,2.27,4.76
110104,52,10.9,0.17,0.73
110105,322,15.86,26.54,3.59
110106,154,10.57,11.66,0.64
110107,143,12.51,9.47,0.71
110108,149,9.99,10.98,1.61
110109,592,48.05,43.9,1.13
110110,185,12.81,13.77,1.45
110111,185,13.87,13.27,1.35
110112,158,13.05,11.09,0.41
110113,171,13.68,11.88,1.15
110114,56,3.95,1.98,5.49
110115,134,6.81,7.56,10.04
110116,362,36.16,0.77,51.98
110117,358,35.1,0.72,52.19
110118,452,30.52,35.59,2.17
110119,248,11.47,12.22,23.67
110120,93,7.64,1.69,11.84
110121,197,10.33,14.92,5.48
110122,373,21.44,29.98,4.63
110123,147,12.33,9.95,1.01
110124,48,10.2,0,1.04
110125,382,81.1,0,7.8
110126,50,3.3,1.98,4.8
110127,370,40,5,40
110128,105,15.69,1,7.66
110129,112,3.53,0,23.53
110130,276,12,21,9.2
110131,152,4.5,12,6.5
110132,91,4.7,1.3,15.1
110133,59,2.6,1.4,9
110134,149,3,5,25
110135,482,0.68,21.47,75.42
110136,274,24.7,17.6,3.5
110137,282,24.69,19.4,3.41
110138,61,3.15,3.27,4.78
110139,105,4.86,1.41,18.6
110140,85,4.93,1.25,13.8
110141,43,3.86,0.18,7.5
110142,112,3.53,0,23.53
110143,325,24.51,24.35,2.04
110144,299,18.09,23.82,2.98
110145,310,20.38,24.31,2.53
110146,62,3.21,3.31,4.88
110147,237,4.29,8.57,37.14
110148,240,3.7,7.4,39.6
110149,354,5.21,21.88,34.38
110150,186,4.29,3.04,39.64
110151,200,5.71,2.86,42.86
110152,312,9.68,3.25,67.14
110153,23,3.15,0.64,2.65
110154,43,3.46,1.12,7.02
110155,60,3.74,3.34,5.83
110156,237,0.05,0,2.41
110157,56,0.03,0,14.4
110158,18,0,0,0.04
110159,23,2.36,0.86,4.89
110160,285,19.93,6.03,52.04
110161,19,0.04,0,0.27
110162,88,0.49,0,17.03
110163,0,0,0,0
110164,322,4.5,0,58
110165,81,12.03,2.52,2.43
110166,81,13.12,2.45,1.51
110167,124,14,7.1,0
110168,97,11.3,3.8,3.7
110169,146,14,9.6,0
110170,188,14.6,14.4,1.5
110171,111,11.5,6.2,1.4
110172,111,11.5,6.2,1.4
110173,344,6.19,2.3,85.79
110174,0,0,0,0
110175,48,0.47,0,12.88
110176,46,0.31,0.14,12.22
110177,48,2,0.9,7.7
110178,99,3.6,2.2,16.3
110179,63,2.44,2.26,8.18
110180,82,3.5,2.6,11.2
110181,82,5,2.9,8.8
110182,96,2.03,6.93,6.36
110183,51,2.1,1.7,7.1
110184,74,3.53,3.22,7.81
110185,74,3.53,3.23,7.8
110186,64,1.7,2.2,9.1
110187,60,1.7,2.1,8.4
110188,44,1.2,1.2,6.8
110189,52,1.8,1.5,7.6
110190,52,2.27,1.24,7.94
110191,61,2.6,2,8.2
110192,27,1.2,0.17,6.29
110193,24,1.2,0.1,5.8
110194,29,1.2,0.2,5.7
110195,28,0.81,0.2,5.73
110196,24,0.81,0.2,5.73
110197,57,1.1,0.1,13.2
110198,60,1.1,0.1,14
110199,37,0,0,10.3
110200,60,0.3,0,16.3
110201,57,1.4,0.4,14.1
110202,34,1.01,0.11,7.88
110203,67,0.4,0.2,17.8
110204,36,1.4,0.4,8.2
110205,32,2.3,0.2,6.8
110206,57,1.1,0.3,12.7
110207,60,3.8,1.6,7.5
110208,65,2.16,1.38,10.88
110209,62,3.59,2.48,6.34
110210,81,2.8,3.9,8.66
110211,101,3.2,4.8,11.13
110212,513,11.7,27,55.8
110213,513,11.7,27,55.9
110214,72,2.2,4.4,5.95
110215,512,13.9,26,55.68
110216,68,1.51,3.5,7.6
110217,84,3.73,3.26,9.94
110218,86,3.82,3.46,10
110219,115,5,3.9,15.3
110220,85,3.45,3.38,10.31
110221,115,3.9,3.3,17.1
110222,520,10.8,27,56.2
110223,511,10.8,27,56.2
110224,68,1.31,3.5,7.86
110225,64,1.38,3.5,7.1
110226,64,1.38,3.5,7.18
110227,68,1.31,3.5,7.86
110228,524,11.4,28.71,54.94
110229,514,14.1,27,53.6
110230,68,1.83,3.5,7.21
110231,66,1.8,3.63,6.77
110232,505,13.9,26,53.8
110233,127,2.64,6.89,13.76
110234,99,2.86,4.77,11.15
110235,480,15.6,21,57.1
110236,67,2.14,2.91,8.09
110237,503,12.5,25.6,55.6
110238,68,1.26,0.28,15.23
110239,67,1.8,3.63,6.77
110240,63,1.4,3.5,6.39
110241,130,2.9,7,13.9
110242,71,1.64,3.3,8.73
110243,504,12.4,25,57.4
110244,69,1.92,3.77,6.94
110245,520,14.42,28.33,51.75
110246,68,1.48,3.74,7.4
110247,127,2.64,6.89,13.52
110248,900,0,100,0
110249,884,0,100,0
110250,884,0,100,0
110251,884,0,100,0
110252,884,0,100,0
110253,884,0,100,0
110254,884,0,100,0
110255,884,0,100,0
110256,884,0,100,0
110257,884,0,100,0
110258,884,0,100,0
110259,884,0,100,0
110260,727,0.31,80.32,0.77
110261,902,0,100,0
110262,902,0,100,0
110263,902,0,100,0
110264,902,0,100,0
110265,499,3.3,55.1,0
110266,897,0,99.5,0
110267,717,0.16,80.71,0.7
110268,713,0.22,80.17,0.75
110269,537,0.12,60.39,0.69
110270,713,0.22,80.17,0.75
110271,533,0.17,59.81,0.86
110272,43,1.5,3,2.5
110273,630,0.3,70,0.5
110274,44,0.1,3.04,4.34
110275,175,0,19.5,0.4
110276,175,0,19.5,0.4
110277,132,0.55,1.45,29.27
110278,884,0,100,0
110279,884,0,100,0
110280,884,0,100,0
110281,884,0,100,0
110282,884,0,100,0
110283,884,0,100,0
110284,884,0,100,0
110285,884,0,100,0
110286,884,0,100,0
110287,884,0,100,0
110288,880,0,99.5,0
110289,880,0,99.5,0
110290,714,0.18,80,0.71
110291,884,0,100,0
110292,583,0.14,64.63,0.14
110293,337,0.02,36.41,1.98
110294,161,18.08,9.2,0.11
110295,268,21.95,15.75,8.28
110296,195,28.62,8.08,0
110297,155,24.24,5.7,0
110298,169,27.5,5.71,0
110299,214,16.37,15.95,0.17
110300,208,28.38,9.32,0.65
110301,174,24.22,7.8,0
110302,185,26.26,8.06,0
110303,297,14.07,26.24,0
110304,229,26.87,11.88,1.77
110305,179,24.56,8.18,0
110306,221,16.52,16.61,0.25
110307,277,21.61,16.53,9.08
110308,218,28.18,10.3,1.18
110309,179,24.76,8.15,0
110310,195,25,9.79,0
110311,191,17.52,12.85,0
110312,211,30.15,9.15,0
110313,203,30.46,8.13,0
110314,181,27.18,7.18,0
110315,213,17.09,15.46,0.09
110316,167,25.01,6.63,0
110317,127,18.14,5.04,1.14
110318,165,26.77,5.22,0.86
110319,109,22.2,1.63,0
110320,214,24.88,11.91,0
110321,258,17.55,20.33,0
110322,285,26.88,18.87,0
110323,148,21.26,6.32,0
110324,237,30.42,11.89,0
110325,157,19.7,8.12,0
110326,258,28.14,15.28,0
110327,232,18.51,16.9,0.08
110328,226,28.35,11.67,0.04
110329,404,11.49,39.34,0
110330,337,18.99,28.35,0
110331,135,18.28,5.95,0.94
110332,201,23.48,11.2,0
110333,305,25.16,21.92,0
110334,161,22.75,7.13,0
110335,238,28.97,12.67,0
110336,133,16.37,4.28,6.32
110337,158,23.4,6.45,0
110338,134,22.2,4.3,0
110339,192,19.63,12.05,0
110340,134,21.76,4.53,0
110341,352,24.63,1.06,63.35
110342,116,9.02,0.38,20.13
110343,126,8.04,0.38,23.31
110344,371,36.17,9.74,40.37
110345,119,15.57,2.92,9.88
110346,343,22.94,1.61,61.52
110347,117,7.81,0.55,20.96
110348,105,7.54,0.55,18.34
110349,364,23.12,3.89,61.63
110350,118,8.34,0.39,21.1
110351,567,25.8,49.24,16.13
110352,579,28.01,49.04,17.45
110353,570,25.09,47.58,20.91
110354,589,27.04,51.24,16.3
110355,563,25.19,48.75,16.54
110356,428,33.8,21.9,31.27
110357,343,21.7,1.49,62.78
110358,121,6.76,0.38,23.25
110359,90,4.98,2.01,13.55
110360,309,11.69,29.52,5.31
110361,469,38.55,25.4,30.22
110362,449,43.32,21.62,28.98
110363,198,12.79,6.01,25.37
110364,211,19.4,11,12.68
110365,372,49.81,8.9,30.63
110366,337,49.2,2.39,35.89
110367,54,3.27,1.75,6.28
110368,328,63.63,0.46,25.41
110369,78,9.04,4.17,2.85
110370,61,7.17,3.69,1.18
110371,477,52.47,30.34,10.03
110372,270,18.82,20.18,8.86
110373,76,3.52,1.73,12.23
110374,147,10.62,5.84,14.94
110375,177,4.86,8.59,20.12
110376,333,13.31,17.8,31.84
110377,43,2.6,1.47,4.92
110378,650,24.8,54.89,14.23
110379,520,25.9,34,35.65
110380,591,25.72,50.81,18.75
110381,593,26.06,51.47,17.69
110382,62,6.9,2.7,2.4
110383,55,7.4,1.9,2
110384,37,6.3,0.8,1.1
110385,38,7,0.7,1
110386,79,5.34,0.45,13.5
110387,144,5,6.93,15.47
110388,195,19.91,11.38,7.62
110389,54,8.3,1.7,1.3
110390,589,24.06,49.94,21.57
110391,598,22.21,51.36,22.31
110392,608,24.47,54.17,17
110393,121,6.76,0.38,23.25
110394,57,9.05,0.3,5.59
110395,90,8.19,0.31,14.44
110396,144,17.27,8.72,2.78
110397,76,8.08,4.78,1.87
110398,147,10.62,5.84,14.94
110399,134,21.7,4.63,1.4
110400,267,16.88,21.59,0
110401,294,24.52,20.94,0
110402,201,18.91,13.38,0
110403,243,28.37,13.46,0
110404,120,21.08,3.29,0
110405,187,31.01,6.02,0
110406,225,26.41,12.45,0
110407,125,20.52,4.19,0
110408,180,28.17,6.67,0
110409,272,16.94,22.11,0
110410,316,25.17,23.08,0
110411,309,22.55,23.59,0
110412,143,20.88,5.94,0
110413,216,29.99,9.73,0
110414,169,19.98,9.23,0
110415,235,27.74,12.95,0
110416,232,26.16,13.31,0
110417,264,16.58,21.45,0
110418,344,28.68,24.55,0
110419,210,27.12,10.5,0
110420,204,24.94,10.77,0
110421,260,16.79,20.9,0
110422,346,30.39,24,0
110423,200,27.71,9.02,0
110424,192,25.46,9.26,0
110425,259,16.63,20.86,0
110426,345,28.51,24.73,0
110427,211,25.48,11.32,0
110428,209,24.61,11.57,0
110429,134,20.21,5.28,0
110430,223,33.69,8.8,0
110431,186,28.08,7.33,0
110432,640,6.92,67.63,0
110433,586,9.72,60.39,0
110434,183,20.09,11.38,0.09
110435,256,30.35,14.99,0.03
110436,126,21.1,4.64,0
110437,181,27.68,7.01,0
110438,298,15.4,26.19,0.22
110439,162,20.76,8.1,0
110440,234,30.09,11.74,0
110441,221,30.2,10.2,0
110442,136,20.05,5.55,0
110443,197,29.06,8.05,0
110444,120,21.23,3.21,0
110445,173,30.77,4.69,0
110446,122,10.4,8.58,0
110447,145,12.55,10.17,0
110448,122,16.47,5.68,0.21
110449,185,24.97,7.91,1.93
110450,110,17.18,3.98,0.08
110451,186,29.12,6.75,0.13
110452,139,20.38,5.02,1.78
110453,220,30.57,8.81,2.53
110454,238,25.53,12.65,3.78
110455,140,19.93,4.85,2.91
110456,192,28.42,6.26,3.77
110457,104,18.74,2.64,0
110458,276,14.97,23.54,0
110459,152,14.84,9.82,0
110460,234,22.83,15.12,0
110461,98,18.3,2.2,0
110462,129,24.08,2.89,0
110463,101,17.21,3.07,0
110464,125,22.67,3.11,0
110465,283,24.75,19.65,0
110466,243,17.54,18.66,0
110467,271,25.51,18.01,0
110468,201,18.91,13.38,0
110469,217,26.73,11.4,0
110470,261,17.21,20.8,0
110471,284,24.95,19.67,0
110472,279,17.18,22.75,0
110473,341,21.82,27.53,0
110474,244,17.07,18.96,0
110475,338,29.46,23.57,0
110476,268,23.84,18.39,0
110477,244,17.01,18.97,0
110478,339,28.92,23.88,0
110479,267,23.48,18.5,0
110480,270,22.62,19.19,0
110481,201,18.76,13.37,0
110482,234,25.34,13.95,0
110483,273,17.18,22.1,0
110484,296,24.41,21.28,0
110485,113,21.4,2.4,0
110486,116,22.1,2.4,0
110487,109,21.1,2.1,0
110488,521,9.4,53.35,0
110489,113,19.15,3.48,0
110490,191,31.54,6.2,0
110491,108,19.28,2.83,0
110492,177,32.22,4.33,0
110493,648,6.27,68.87,0
110494,639,9.42,66.4,0
110495,195,18.85,12.68,0
110496,236,24.78,14.44,0
110497,135,20.46,5.23,0
110498,190,27.31,8.1,0
110499,201,18.59,13.48,0
110500,231,25.25,13.69,0
110501,133,20.45,5.1,0
110502,215,27.75,10.65,0
110503,208,18.33,14.38,0
110504,235,25.75,13.83,0
110505,132,20.43,4.91,0
110506,183,26.75,7.68,0
110507,203,19.32,13.38,0
110508,219,25.49,12.25,0
110509,146,21,6.24,0
110510,234,32.16,11.68,0
110511,256,16.68,20.47,0
110512,296,23.58,21.65,0
110513,155,19.36,8.01,0
110514,233,26.18,13.44,0
110515,262,16.48,21.28,0
110516,291,21.71,22.03,0
110517,164,19.1,9.09,0
110518,231,23.83,14.38,0
110519,119,21.12,3.15,0
110520,177,29.45,5.67,0
110521,174,30.18,4.96,0
110522,122,23.32,2.43,0
110523,157,21.78,7.13,0
110524,187,26.45,8.22,0
110525,150,30.2,2.38,0
110526,191,36.28,3.95,0
110527,122,20.37,4.47,0
110528,144,19.78,7.2,0
110529,255,17.14,20.71,0
110530,596,8.53,62.44,0
110531,270,28.16,17.53,0
110532,149,18.31,7.98,1.02
110533,142,23.69,5.27,0
110534,674,5.24,72.28,0.62
110535,168,25.8,6.56,1.48
110536,136,20.7,4.92,2.22
110537,192,22.6,11.34,0
110538,193,20.33,12.41,0
110539,125,21.01,4.56,0
110540,68,11.4,2.38,0.14
110541,272,17.51,22.04,0.86
110542,225,14.27,18.61,0
110543,155,27.94,4.81,0
110544,116,20.53,3.81,0
110545,162,25.53,6.7,0
110546,131,20.86,5.32,0
110547,264,31.4,15.36,0
110548,199,25.14,10.91,0
110549,143,20.2,6.88,0
110550,173,24.39,8.38,0
110551,376,20.48,32.63,0.14
110552,337,16.17,30.14,0.27
110553,247,29.59,14.22,0.04
110554,186,18.39,12.12,0.73
110555,157,28.96,4.57,0
110556,122,21.44,3.99,0
110557,307,28.53,21.43,0.03
110558,231,17.43,17.9,0.14
110559,287,21.45,22.33,0.05
110560,157,27.87,5,0
110561,195,23.56,11.2,0.01
110562,169,19.88,9.96,0.05
110563,208,23.41,12.68,0.03
110564,107,22.07,2.07,0
110565,159,29.75,4.44,0.07
110566,94,19.77,1.64,0
110567,157,29.12,4.51,0
110568,505,11.16,50.17,2.11
110569,107,19.28,3.3,0
110570,182,27.94,7.77,0.11
110571,198,28.04,9.48,0.16
110572,199,25.72,10.57,0.15
110573,136,23.42,4.73,0
110574,136,22.28,5.24,0
110575,215,32.08,9.59,0
110576,131,23.11,4.33,0
110577,554,13.81,54.72,1.55
110578,459,15.65,44.01,0
110579,219,27.54,12.04,0
110580,187,20.97,11.43,0
110581,143,23.23,5.52,0
110582,236,33.17,11.5,0
110583,193,25.95,9.91,0
110584,291,25.96,20.77,0
110585,274,9.8,1.7,55.2
110586,294,10.6,1.8,59.3
110587,255,10.7,1.2,53.3
110588,338,6.2,11.03,53.87
110589,307,6.66,10.58,46.32
110590,324,6.79,11.22,49.05
110591,353,7,16.3,44.6
110592,263,6.1,5.6,47.4
110593,260,8.7,3.9,49.5
110594,287,9.5,6,47.8
110595,315,10.5,6.6,52.6
110596,272,10.75,2.42,51.88
110597,236,10.4,4.4,39.8
110598,259,11.4,4.8,43.7
110599,269,8.4,4.4,48.5
110600,292,9.2,4.8,52.7
110601,274,7.9,4.4,52.3
110602,297,8.6,4.8,56.9
110603,201,8,3.2,41.3
110604,239,9.5,3.8,49.2
110605,259,8.5,3.3,48.3
110606,284,9.4,3.6,53.1
110607,274,10.67,4.53,47.54
110608,313,12.96,4.27,55.77
110609,252,12.45,3.5,42.71
110610,306,16.27,4.07,51.16
110611,278,8.4,5.4,51.4
110612,305,9.2,5.9,56.4
110613,389,10,4.2,76.7
110614,179,2.9,8.8,21.9
110615,258,5.9,0.8,57.8
110616,257,6.1,0.3,58.7
110617,252,2.4,8.5,42.9
110618,371,5.3,15.1,53.4
110619,356,4.4,10.3,63.2
110620,339,7,15.2,44.3
110621,418,6.8,23.3,46.7
110622,437,4.4,13.8,74.6
110623,356,3.9,16.4,49.2
110624,319,3.5,12.1,50.5
110625,353,5,13.96,53.64
110626,397,3,8.4,79.6
110627,290,5.4,2.7,61
110628,297,7.3,4.3,57.7
110629,423,3.9,9.5,80.9
110630,357,5.4,12.4,57.2
110631,361,5.3,14.6,53
110632,321,5.5,22.5,25.5
110633,274,5.5,12.7,35.5
110634,405,4.8,16.3,63.9
110635,433,6.6,14.2,72.7
110636,451,5.97,17.91,67.49
110637,492,5.1,24.72,65.36
110638,444,3.63,19.77,65.75
110639,464,5.21,19.14,71
110640,481,3.6,26.4,66.4
110641,497,4.33,24.52,68.2
110642,348,3.7,7.3,70.9
110643,378,4.2,2.7,84
110644,421,4,16.9,67.7
110645,430,5.6,12.8,73.8
110646,450,6.2,18.1,68.7
110647,409,6.1,14.7,65.7
110648,473,8.92,23.82,58.15
110649,457,5.3,24.4,57.7
110650,458,8.2,25,52.1
110651,503,9.1,27.5,57.3
110652,426,2.9,12.5,80.4
110653,450,3.9,16.8,73.4
110654,461,4.5,22.1,68
110655,449,4.8,18,69.9
110656,489,4.7,23.1,65.6
110657,502,3.84,23.24,70.64
110658,483,4.5,20,72.1
110659,558,7.4,38.5,45.7
110660,366,7.9,1.3,82.2
110661,395,10,1.4,83.7
110662,391,12.3,2.1,78.6
110663,351,13.1,1.5,78.9
110664,481,9.2,22.3,60.8
110665,334,9.6,0.9,80.4
110666,381,9,9.2,73.8
110667,418,9.46,8.64,74.05
110668,497,9.8,25,58.2
110669,495,13.5,26.7,53.8
110670,427,10.58,14.13,69.55
110671,383,9.3,1.7,80.9
110672,407,11.9,6.6,73.5
110673,465,10.8,18.3,63.5
110674,403,7,22.4,44.6
110675,374,8,21.9,37.2
110676,371,5.4,18.5,47.8
110677,412,3.1,18.3,59.5
110678,361,6.4,24.5,30
110679,421,6.14,22.7,47.93
110680,340,5.9,18.7,39
110681,276,8.87,2.21,55.04
110682,223,8.7,2,44.8
110683,203,8.8,2.1,40.4
110684,213,7.4,6.1,32.1
110685,296,6.9,11.4,41.4
110686,375,4.49,16.07,53
110687,293,3.48,3.25,61
110688,313,4.6,9.5,53.3
110689,285,6.5,10.8,40.7
110690,270,7,7.4,48.3
110691,396,7.1,12,73
110692,233,5.23,6.83,37.75
110693,368,9.77,3.1,73.65
110694,222,6.1,9.2,29
110695,340,10.9,2.7,71.3
110696,349,8.9,1.4,73.9
110697,344,12.8,1.5,71
110698,269,4.4,13.6,32.9
110699,232,1.8,10,34.9
110700,245,2.7,11.9,33.5
110701,260,2,11,39.8
110702,270,2.8,12.2,38.5
110703,260,5.9,13.2,30.2
110704,210,5.5,11.6,20.8
110705,316,3,16.1,42.6
110706,268,1.5,8.7,47.2
110707,412,4.9,22.2,52.2
110708,243,3.9,9.75,34.83
110709,204,4.5,9.3,26.4
110710,278,4.8,14.4,32.6
110711,551,7.3,38.1,45.1
110712,299,7.1,6,52.6
110713,371,10.4,4.3,71
110714,310,10.86,6.47,52.04
110715,266,8.7,4.7,51.1
110716,277,8.6,4.3,50.2
110717,279,9.77,3.91,50.12
110718,263,9.6,6,44.6
110719,333,5,12.2,51.6
110720,362,5.4,13.2,56.1
110721,476,6.41,21.79,63.49
110722,370,4.06,7.98,72.64
110723,291,9.8,1.5,57.9
110724,53,0,0,27.7
110725,51,0.1,0,24.1
110726,97,0.1,0.4,46.9
110727,383,14.13,5.48,68.49
110728,447,6.8,17.9,66.4
110729,488,5.7,28.4,58.2
110730,270,13.2,2.4,48.1
110731,316,8.5,7.3,53.4
110732,484,4.1,24.4,63.9
110733,391,10,3.9,77.1
110734,531,3.7,36.2,50.2
110735,469,5.7,30.8,42.3
110736,418,7,12.2,69.5
110737,275,9.1,1.2,55.7
110738,274,7.9,4.4,52.3
110739,267,8.2,3.6,49.6
110740,467,6.1,18.8,68.9
110741,481,5.4,22.6,66.8
110742,363,10.6,9.1,59.7
110743,390,12.1,3.2,76.6
110744,443,8.8,17.2,68.6
110745,403,7,22.4,44.6
110746,371,5.4,18.5,47.8
110747,293,9,4,54.4
110748,371,5.4,18.5,47.8
110749,235,7.7,1.8,46
110750,123,22.59,2.99,0
110751,257,23.42,18.04,0.6
110752,112,25.94,0.88,0
110753,134,22.77,4.03,0
110754,163,28.43,4.65,0
110755,168,33.67,2.68,0
110756,108,22.22,1.49,0
110757,156,32.38,2.01,0
110758,103,23.08,0.48,0
110759,141,22.81,4.86,0
110760,111,22.39,1.72,0
110761,141,29.01,1.94,0
110762,127,23.69,2.87,0
110763,164,29.37,4.26,0
110764,159,28.81,3.97,0
110765,116,21.99,2.4,0
110766,123,22.07,3.19,0
110767,114,21.85,2.3,0
110768,112,23.57,1.95,0
110769,151,31.69,2.71,0
110770,138,28.99,2.48,0
110771,150,18.73,8.34,0
110772,213,27.1,11.6,0
110773,149,23.93,5.95,0
110774,176,24.55,8.63,0
110775,443,14.61,42.76,0
110776,440,9.58,44.23,0.79
110777,146,25.34,5,0
110778,149,22.99,6.33,0
110779,164,23,7.96,0
110780,110,19.11,3.69,0
110781,146,18.03,8.24,0
110782,180,24.72,9,0.05
110783,215,20.7,14.62,0.21
110784,197,16.56,14.58,0
110785,101,21.54,1.66,0
110786,127,26.97,2.08,0
110787,381,12.29,36.8,0.21
110788,451,22.15,40.31,0
110789,106,20.87,2.39,0.14
110790,140,26.61,3.7,0
110791,159,19.03,9.1,0.15
110792,176,26.09,8.01,0
110793,170,30.17,5.51,0
110794,380,14.35,35.83,0
110795,414,24.58,35.03,0
110796,118,20.52,3.97,0
110797,102,21.54,1.66,0.14
110798,159,25.14,6.25,0.46
110799,173,28.61,6.52,0
110800,184,0.89,1.04,42.81
110801,54,2.18,1.15,8.66
110802,96,1.76,1.95,18.47
110803,66,1.46,0.44,15.22
110804,13,1.97,0.09,1.2
110805,36,2.52,1.2,3.53
110806,16,2.26,0.81,0
110807,220,3.31,3.39,44.08
110808,52,1.21,1.69,8.1
110809,7,1.36,0,0.38
110810,6,1.14,0.07,0.2
110811,89,5.93,0.02,15.58
110812,65,2.55,3.3,6.61
110813,65,1.16,4.46,5.2
110814,66,2.29,3.91,5.86
110815,92,3.77,5.8,6.47
110816,55,2.51,3.24,3.99
110817,94,4.97,2.77,12.69
110818,60,2.33,2.6,6.92
110819,61,2.78,3.23,5.64
110820,37,2.53,0.55,5.71
110821,51,2.13,0.21,10.04
110822,81,1.29,5.5,6.59
110823,79,2.51,2.63,11.73
110824,46,2.42,0.66,7.71
110825,63,2.88,2.16,8.31
110826,75,3.99,2.79,8.8
110827,34,1.93,1.23,3.58
110828,37,0.68,2.29,3.62
110829,23,1.08,0.59,3.43
110830,24,1.16,0.76,2.97
110831,24,1.45,0.78,2.92
110832,57,2.49,1.24,9.23
110833,49,3.16,1.23,6.24
110834,34,1.77,1.04,4.66
110835,30,0.77,0.93,4.8
110836,39,0.66,2.59,3.33
110837,75,4.08,1.74,11.05
110838,30,0.72,0.97,4.7
110839,36,1.11,2.07,3.27
110840,56,1.78,1.71,8.44
110841,47,0.82,1.06,8.54
110842,33,1.21,0.78,5.35
110843,3,0.21,0.08,0.25
110844,3,0.21,0.08,0.25
110845,4,0.28,0.23,0.3
110846,23,0.84,0.55,3.67
110847,235,11.8,16.5,9.2
110848,139,16.3,6.21,3.34
110849,201,13.45,13.1,6.55
110850,462,11.4,43.84,4.67
110851,319,14.2,28,1.5
110852,141,18.4,4.8,4.9
110853,282,12.07,22.3,7.53
110854,232,14.92,16.64,4.76
110855,288,15.39,24.8,0.93
110856,261,12.6,22.2,1.9
110857,336,21.85,25.9,2.4
110858,172,19.2,9.21,1.55
110859,407,22.58,33.72,1.6
110860,313,13.28,27.61,1.92
110861,362,17.45,30.43,3.33
110862,106,14.81,3.77,2.2
110863,230,10.5,19.4,2.6
110864,182,18.58,10.5,2.18
110865,331,14.25,29.35,2.6
110866,109,19.85,1.5,4.3
110867,180,16.3,11.15,3.65
110868,368,25.9,28.7,1.6
110869,101,8,2.5,11.54
110870,109,12.5,1.59,11.21
110871,293,12.5,25.1,3.4
110872,315,13.4,26.6,4.6
110873,149,16.13,8.42,2.1
110874,259,17.6,19.4,3.6
110875,301,12.07,26.56,1.98
110876,296,12.89,25.84,2.13
110877,297,12.2,26.34,2
110878,176,19.44,10.35,0
110879,186,14.45,13.53,1.62
110880,95,19.6,1.16,1.54
110881,268,14.8,22.6,1.4
110882,276,14,22.53,4.27
110883,80,16.8,0.39,2.25
110884,79,16.79,0.39,2.17
110885,269,12.81,23.68,0.28
110886,228,11.76,14.96,11.63
110887,350,21.8,26.4,6.4
110888,327,11.2,28.5,6.3
110889,290,10.26,25.76,4.17
110890,213,8.06,13.87,14.06
110891,298,9.88,26.18,5.65
110892,438,15.12,41.66,0.62
110893,334,12.64,2.73,72.62
110894,405,3.34,3.5,87.2
110895,372,12.38,5.11,74.9
110896,412,9.66,10.38,74.67
110897,388,8.42,5.52,80.57
110898,369,8.12,5.64,74.83
110899,43,2.03,0.95,7.49
110900,61,2.08,0.47,13.49
110901,61,2.07,0.47,13.47
110902,353,14.44,1.41,78.15
110903,396,4.19,4.17,86.55
110904,346,6.07,1.12,86.4
110905,391,4.69,3.2,85.94
110906,407,7.62,7.33,79.68
110907,372,11.45,5.04,75.41
110908,348,11.24,2.01,81.01
110909,366,31.43,9.56,49.38
110910,371,13.7,6.87,68.18
110911,389,4.25,0.87,90.2
110912,360,9.11,4,75.68
110913,342,9.83,1.58,75.86
110914,360,8.8,4.67,74.18
110915,355,10.73,4.68,71.08
110916,398,4.46,9.97,74.68
110917,342,7.63,1.87,80.37
110918,443,4.9,11.48,79.91
110919,365,10.48,0.49,77.2
110920,368,8.82,0.47,80.52
110921,354,9.09,1.94,81.81
110922,404,3.9,3.15,90.1
110923,390,10.21,3.36,79.77
110924,376,5.83,1.05,85.79
110925,47,1.37,0.1,9.22
110926,384,8.9,5.9,76.6
110927,409,9.09,9.09,72.73
110928,373,9.33,4.14,78.56
110929,56,1.44,0.2,11.74
110930,52,1.88,0.37,10.1
110931,359,11.77,1.47,72.63
110932,56,1.65,0.42,11.16
110933,55,1.95,0.37,10.67
110934,395,4.6,3.99,87.1
110935,380,11.3,4.83,78.04
110936,394,7.9,5.1,81.8
110937,358,11.26,6.11,69.45
